ortho_dose,pipe_material,date,location,lead,lead_dissolved,lead_part,cens_lead_part,cens_lead_dissolved,date_yday,date_numeric,scaled_lead_dissolved,scaled_lead_part,scaled_lead,d_x,.prediction_lead_dissolved,.prediction_lead_part
1.0,Pb #1,2019-04-30,LP22,0.0075,0.004,0.00349999999999999,none,none,0.3287671232876712,2.328767123287671,0.043598585981037774,-0.17444208153944046,1.0079447501371228,1,0.043598585981037774,-0.17444208153944046
1.0,Pb #1,2019-05-07,LP22,0.0061,0.0055,6.000000000000007e-4,none,none,0.34794520547945207,2.3479452054794523,0.507177956831383,0.3313849688306951,0.8746183858245978,1,0.507177956831383,0.3313849688306951
1.0,Pb #1,2019-05-15,LP22,0.0071,0.0064,7.000000000000001e-4,none,none,0.3698630136986301,2.3698630136986303,0.4188168587969847,-0.7791344597369868,0.9725774754753428,1.1428571428571428,0.4188168587969847,-0.7791344597369868
1.0,Pb #1,2019-05-21,LP22,0.0096,0.0089,6.999999999999992e-4,none,none,0.3863013698630137,2.3863013698630136,0.3643249535674776,-0.5993758921917811,1.1672413949038276,0.8571428571428571,0.3643249535674776,-0.5993758921917811
1.0,Pb #1,2019-05-29,LP22,0.0109,0.0101,8.000000000000004e-4,none,none,0.40821917808219177,2.4082191780821915,0.47299343390503945,-0.5379301917924292,1.2491931823058269,1.1428571428571428,0.47299343390503945,-0.5379301917924292
1.0,Pb #1,2019-06-05,LP22,0.0133,0.0127,5.999999999999998e-4,none,none,0.4273972602739726,2.4273972602739726,0.4380685882296052,-0.4886444679595132,1.3776069422650596,1,0.4380685882296052,-0.4886444679595132
1.0,Pb #1,2019-06-12,LP22,0.0116,0.0109,6.999999999999992e-4,none,none,0.4465753424657534,2.4465753424657533,0.692282464152651,-0.06890490170131602,1.2893575987224188,1,0.692282464152651,-0.06890490170131602
1.0,Pb #1,2019-06-18,LP22,0.0147,0.0139,8.000000000000004e-4,none,none,0.46301369863013697,2.463013698630137,0.4450479050669335,-0.16768865229123142,1.4421899209239135,0.8571428571428571,0.4450479050669335,-0.16768865229123142
1.0,Pb #1,2019-06-26,LP22,0.0142,0.0113,0.0029,none,none,0.4849315068493151,2.484931506849315,0.4551167363267208,4.340390915681067,1.4198592762342643,1.1428571428571428,0.4551167363267208,4.340390915681067
1.0,Pb #1,2019-07-02,LP22,0.0167,0.0139,0.0028,none,none,0.5013698630136987,2.5013698630136987,0.46868117665158676,0.8981288321509996,1.5245040618604706,0.8571428571428571,0.46868117665158676,0.8981288321509996
1.0,Pb #1,2019-07-09,LP22,0.0145,0.0137,8.000000000000004e-4,none,none,0.5205479452054794,2.5205479452054793,0.5062522257535199,-1.800773536824841,1.4333501767185273,1,0.5062522257535199,-1.800773536824841
1.0,Pb #1,2019-07-16,LP22,0.0178,0.0139,0.0039,none,none,0.5397260273972603,2.5397260273972604,0.6755533583114955,-0.8612656399182448,1.5656670206476189,1,0.6755533583114955,-0.8612656399182448
1.0,Pb #1,2019-07-23,LP22,0.012,0.0101,0.0019,none,none,0.5589041095890411,2.558904109589041,0.7319090780620938,-0.49986415810290086,1.311233972899936,1,0.7319090780620938,-0.49986415810290086
1.0,Pb #1,2019-07-30,LP22,0.0245,0.0232,0.0013,none,none,0.5780821917808219,2.5780821917808217,2.991794044778598,-1.5160714695655564,1.771821218979943,1,2.991794044778598,-1.5160714695655564
1.0,Pb #1,2019-08-07,LP22,0.0257,0.024,0.0017,none,none,0.6,2.6,1.9216086926522047,-0.8292493873117519,1.8026776742145647,1.1428571428571428,1.9216086926522047,-0.8292493873117519
1.0,Pb #1,2019-08-13,LP22,0.0217,0.021,6.999999999999992e-4,none,none,0.6164383561643836,2.616438356164384,1.318673116270206,-0.734929422579641,1.6935081215816912,0.8571428571428571,1.318673116270206,-0.734929422579641
1.0,Pb #1,2019-08-20,LP22,0.022,0.0213,6.999999999999992e-4,none,none,0.6356164383561644,2.6356164383561644,0.9789629322709069,-0.33837463124689066,1.7023680946695332,1,0.9789629322709069,-0.33837463124689066
1.0,Pb #1,2019-08-27,LP22,0.0225,0.0218,6.999999999999992e-4,none,none,0.6547945205479452,2.654794520547945,0.9106279169857285,4.090104972969572,1.716869631595045,1,0.9106279169857285,4.090104972969572
1.0,Pb #1,2019-09-03,LP22,0.0186,0.018,5.999999999999998e-4,none,none,0.673972602739726,2.673972602739726,0.4252418326348925,0.8142140039694769,1.594036038891188,1,0.4252418326348925,0.8142140039694769
1.0,Pb #1,2019-09-11,LP22,0.0163,0.0156,6.999999999999992e-4,none,none,0.6958904109589041,2.695890410958904,0.45220418811272056,0.20322981777935956,1.5088598717635595,1.1428571428571428,0.45220418811272056,0.20322981777935956
1.0,Pb #1,2019-09-17,LP22,0.0159,0.0151,8.000000000000004e-4,none,none,0.7123287671232876,2.712328767123288,0.4225219458548616,-0.6596347389008876,1.4928269666301082,0.8571428571428571,0.4225219458548616,-0.6596347389008876
1.0,Pb #1,2019-09-24,LP22,0.0165,0.0157,8.000000000000021e-4,none,none,0.7315068493150685,2.7315068493150685,0.488876508611602,-0.35609661411827226,1.5167293746096122,1,0.488876508611602,-0.35609661411827226
1.0,Pb #1,2019-10-01,LP22,0.0141,0.0132,8.999999999999998e-4,none,none,0.7506849315068493,2.750684931506849,2.2956940358815667,-0.1628758286971108,1.415298895163024,1,2.2956940358815667,-0.1628758286971108
1.0,Pb #1,2019-10-02,LP22,0.0207,0.0203,4.0000000000000105e-4,none,none,0.7534246575342466,2.7534246575342465,2.1745758270280424,0.5611235514812674,1.6630642101168724,0.14285714285714285,2.1745758270280424,0.5611235514812674
1.0,Pb #1,2019-10-03,LP22,0.0192,0.0189,2.999999999999982e-4,none,none,0.7561643835616438,2.756164383561644,2.1497556616857123,0.35468680631834604,1.614523195662749,0.14285714285714285,2.1497556616857123,0.35468680631834604
1.0,Pb #1,2019-10-04,LP22,0.0169,0.0171,2e-4,left,none,0.7589041095890411,2.758904109589041,1.862361235959344,-1.8222276595787372,1.5321861911112653,0.14285714285714285,1.862361235959344,-8.88037350084459
1.0,Pb #1,2019-10-05,LP22,0.0202,0.0199,2.999999999999982e-4,left,none,0.7616438356164383,2.7616438356164386,1.7639010892682996,-1.8222276595787372,1.647286132249171,0.14285714285714285,1.7639010892682996,-7.1426563749653535
1.0,Pb #1,2019-10-07,LP22,0.02115,0.0212,2e-4,left,none,0.7671232876712328,2.767123287671233,1.6045161968287616,-1.8222276595787372,1.6769419758620243,0.2857142857142857,1.6045161968287616,-4.907240579401298
1.0,Pb #1,2019-10-08,LP22,0.0202,0.0194,7.999999999999986e-4,left,none,0.7698630136986301,2.76986301369863,1.7443438547158276,-1.8222276595787372,1.647286132249171,0.14285714285714285,1.7443438547158276,-3.806865275445129
1.0,Pb #1,2019-10-16,LP22,0.0134,0.0117,0.0017,none,none,0.7917808219178082,2.791780821917808,1.0981101116128167,-1.464081967490771,1.3824406070824002,1.1428571428571428,1.0981101116128167,-1.464081967490771
1.0,Pb #1,2019-10-22,LP22,0.0147,0.0111,0.00359999999999999,none,left,0.8082191780821918,2.808219178082192,-1.8222276595787372,-0.68368674073081,1.4421899209239135,0.8571428571428571,-3.4819644026577965,-0.68368674073081
1.0,Pb #1,2019-10-30,LP22,0.0109,0.0094,0.00149999999999999,none,left,0.8301369863013699,2.83013698630137,-1.8222276595787372,-0.05581925728501383,1.2491931823058269,1.1428571428571428,-1.9714553043507408,-0.05581925728501383
1.0,Pb #1,2019-11-06,LP22,0.0103,0.0091,0.00119999999999999,none,none,0.8493150684931506,2.8493150684931505,-1.223044630800052,-0.36764542662771305,1.212657506225286,1,-1.223044630800052,-0.36764542662771305
1.0,Pb #1,2019-11-12,LP22,0.0108,0.0059,0.0049,none,none,0.8657534246575342,2.8657534246575342,-0.7194726169048458,-0.49115514237455404,1.2432457555429075,0.8571428571428571,-0.7194726169048458,-0.49115514237455404
1.0,Pb #1,2019-11-20,LP22,0.0081,0.0059,0.00219999999999999,none,none,0.8876712328767123,2.887671232876712,-0.5872681292784682,-0.021359404318673725,1.057607035482987,1.1428571428571428,-0.5872681292784682,-0.021359404318673725
1.0,Pb #1,2019-11-26,LP22,0.0101,0.0081,0.002,none,none,0.9041095890410958,2.904109589041096,-0.44489488084530704,2.112932702546723,1.2000043314902498,0.8571428571428571,-0.44489488084530704,2.112932702546723
1.0,Pb #1,2019-12-04,LP22,0.0119,0.0092,0.0027,none,none,0.926027397260274,2.926027397260274,-0.21769158432142094,1.194255518331271,1.3058340147282743,1.1428571428571428,-0.21769158432142094,1.194255518331271
1.0,Pb #1,2019-12-17,LP22,0.0127,0.0097,0.00299999999999999,none,none,0.9616438356164384,2.9616438356164383,-0.16733082621691137,0.3388416273431523,1.3478189812870516,1.8571428571428572,-0.16733082621691137,0.3388416273431523
1.0,Pb #1,2020-01-01,LP22,0.0111,0.0086,0.0025,none,none,0.00273224043715847,3.0027322404371586,-0.13263666208268682,1.7496808936114983,1.260926073457361,2.142857142857143,-0.13263666208268682,1.7496808936114983
1.0,Pb #1,2020-01-07,LP22,0.0087,0.0074,0.00129999999999999,none,none,0.01912568306010929,3.019125683060109,-0.10123407399959361,2.156258321831829,1.1037188786624983,0.8571428571428571,-0.10123407399959361,2.156258321831829
1.0,Pb #1,2020-01-15,LP22,0.0158,0.006,0.0098,none,none,0.04098360655737704,3.040983606557377,0.7319363800154112,1.381283733423008,1.4887557150442956,1.1428571428571428,0.7319363800154112,1.381283733423008
1.0,Pb #1,2020-01-21,LP22,0.0153,0.0069,0.0084,none,none,0.05737704918032787,3.057377049180328,0.6359091091370823,1.0825695194628913,1.4680050127367716,0.8571428571428571,0.6359091091370823,1.0825695194628913
1.0,Pb #1,2020-01-29,LP22,0.0079,0.0053,0.0026,none,none,0.07923497267759563,3.079234972677596,0.30312320769430345,1.0369252670242948,1.0414739142853742,1.1428571428571428,0.30312320769430345,1.0369252670242948
1.0,Pb #1,2020-02-04,LP22,0.0101,0.0058,0.0043,none,none,0.09562841530054644,3.0956284153005464,0.5691442948864656,2.655218000358097,1.2000043314902498,0.8571428571428571,0.5691442948864656,2.655218000358097
1.0,Pb #1,2020-02-11,LP22,0.0116,0.0048,0.0068,none,none,0.11475409836065574,3.1147540983606556,0.6942522511639602,-1.2827480437927452,1.2893575987224188,1,0.6942522511639602,-1.2827480437927452
1.0,Pb #1,2020-02-18,LP22,0.0119,0.0046,0.0073,none,none,0.13387978142076504,3.133879781420765,0.49700125564039055,0.7885627550659599,1.3058340147282743,1,0.49700125564039055,0.7885627550659599
1.0,Pb #1,2020-02-25,LP22,0.0109,0.0043,0.0066,none,none,0.15300546448087432,3.1530054644808745,0.29299446139057606,1.5731551622755773,1.2491931823058269,1,0.29299446139057606,1.5731551622755773
1.0,Pb #1,2020-03-10,LP22,0.0139,0.0069,0.00699999999999999,none,none,0.1912568306010929,3.191256830601093,0.05716712084428721,0.2689989897042907,1.4060802921557167,2,0.05716712084428721,0.2689989897042907
1.0,Pb #1,2020-03-17,LP22,0.014,0.0062,0.0078,none,none,0.2103825136612022,3.210382513661202,0.6227702649259612,1.0600815272952921,1.410706055590439,1,0.6227702649259612,1.0600815272952921
1.0,Pb #1,2020-03-25,LP22,0.0121,0.0036,0.0085,none,none,0.23224043715846995,3.23224043715847,-0.775032049654035,-0.16835770089638513,1.31658911762418,1.1428571428571428,-0.775032049654035,-0.16835770089638513
1.0,Pb #1,2020-04-01,LP22,0.0117,0.0031,0.0086,none,none,0.25136612021857924,3.251366120218579,-0.38175824974813266,0.30980900693311686,1.2948966132971262,1,-0.38175824974813266,0.30980900693311686
1.0,Pb #1,2020-04-08,LP22,0.0123,0.0043,0.008,none,none,0.27049180327868855,3.2704918032786887,-0.040291643586165826,0.8676965488819832,1.327167899394366,1,-0.040291643586165826,0.8676965488819832
1.0,Pb #1,2020-04-15,LP22,0.0067,0.0055,0.0012,none,none,0.2896174863387978,3.289617486338798,-0.22555091608639147,0.9631361449726343,0.9351588063234788,1,-0.22555091608639147,0.9631361449726343
1.0,Pb #1,2020-04-22,LP22,0.0053,0.001,0.0043,none,none,0.3087431693989071,3.308743169398907,-0.0035060936889799166,0.5358049641814006,0.783902085172186,1,-0.0035060936889799166,0.5358049641814006
1.0,Pb #1,2020-04-28,LP22,0.0062,0.002,0.0042,none,none,0.3251366120218579,3.3251366120218577,-0.44255817444448675,0.43036598840391505,0.8851111574332662,0.8571428571428571,-0.44255817444448675,0.43036598840391505
1.0,Pb #1,2020-05-05,LP22,0.008,0.0071,8.999999999999998e-4,none,none,0.3442622950819672,3.3442622950819674,-0.28738069728454835,1.7510167264795107,1.0495908922009354,1,-0.28738069728454835,1.7510167264795107
1.0,Pb #1,2020-05-12,LP22,0.0076,0.0062,0.0014,none,none,0.3633879781420765,3.363387978142077,-0.04190405075283332,0.6229668097342369,1.016491778875556,1,-0.04190405075283332,0.6229668097342369
1.0,Pb #1,2020-05-20,LP22,0.0112,0.0102,9.999999999999992e-4,none,none,0.38524590163934425,3.3852459016393444,0.06312663690279877,0.48491265318270765,1.2667134775943307,1.1428571428571428,0.06312663690279877,0.48491265318270765
1.0,Pb #1,2020-05-26,LP22,0.0122,0.0037,0.0085,none,none,0.4016393442622951,3.401639344262295,0.07404414190209704,0.07664778315861054,1.3219001865835192,0.8571428571428571,0.07404414190209704,0.07664778315861054
1.0,Pb #1,2020-06-02,LP22,0.0115,0.0107,8.000000000000004e-4,none,none,0.4207650273224044,3.420765027322404,0.10883484291687315,0.4175009758159771,1.2837706267149795,1,0.10883484291687315,0.4175009758159771
1.0,Pb #1,2020-06-09,LP22,0.117,0.0093,0.1077,none,none,0.4398907103825137,3.439890710382514,0.638426916727898,0.5212671559830702,2.780734593569998,1,0.638426916727898,0.5212671559830702
1.0,Pb #1,2020-06-16,LP22,0.0135,0.0109,0.0026,none,none,0.45901639344262296,3.459016393442623,0.4126154693914702,-0.4648140967640343,1.387238333539016,1,0.4126154693914702,-0.4648140967640343
1.0,Pb #1,2020-06-23,LP22,0.0154,0.0153,2e-4,none,none,0.4781420765027322,3.478142076502732,0.42136010703787125,-0.21529520446582973,1.4722088793040076,1,0.42136010703787125,-0.21529520446582973
1.0,Pb #1,2020-06-30,LP22,0.0152,0.0145,6.999999999999992e-4,none,none,0.4972677595628415,3.4972677595628414,0.3546715910926497,0.4962845137562487,1.4637735796344773,1,0.3546715910926497,0.4962845137562487
1.0,Pb #1,2020-07-07,LP22,0.0148,0.0122,0.0026,none,none,0.5163934426229508,3.5163934426229506,0.20809155876369775,0.8360419737048248,1.4465647935172818,1,0.20809155876369775,0.8360419737048248
1.0,Pb #1,2020-07-14,LP22,0.0134,0.0124,0.001,none,none,0.5355191256830601,3.5355191256830603,0.25789107726874777,0.6793528220238297,1.3824406070824002,1,0.25789107726874777,0.6793528220238297
1.0,Pb #1,2020-07-21,LP22,0.017,0.0166,4.0000000000000105e-4,none,none,0.5546448087431693,3.5546448087431695,-0.1394985554989175,-0.17540631350654534,1.5359932300938006,1,-0.1394985554989175,-0.17540631350654534
1.0,Pb #1,2020-07-28,LP22,0.0192,0.0178,0.00139999999999999,none,none,0.5737704918032787,3.5737704918032787,-0.12160845425171879,-0.0801231275658208,1.614523195662749,1,-0.12160845425171879,-0.0801231275658208
1.0,Pb #1,2020-08-04,LP22,0.0235,0.023,5.000000000000004e-4,none,none,0.592896174863388,3.592896174863388,0.10897019622737183,0.3791380727005684,1.7449301932190528,1,0.10897019622737183,0.3791380727005684
1.0,Pb #1,2020-08-11,LP22,0.0202,0.0191,0.0011,none,none,0.6120218579234973,3.612021857923497,0.30372729403732224,0.7679023188871366,1.647286132249171,1,0.30372729403732224,0.7679023188871366
1.0,Pb #1,2020-08-18,LP22,0.0182,0.0153,0.0029,none,none,0.6311475409836066,3.6311475409836063,0.3346465637525046,0.055286822060937935,1.58000741604755,1,0.3346465637525046,0.055286822060937935
1.0,Pb #1,2020-08-26,LP22,0.0155,0.0123,0.00319999999999999,none,none,0.6530054644808743,3.6530054644808745,0.07050742933986281,0.22050466257381723,1.4763855361882958,1.1428571428571428,0.07050742933986281,0.22050466257381723
1.0,Pb #1,2020-09-01,LP22,0.0226,0.0089,0.01369999999999999,none,none,0.6693989071038251,3.669398907103825,-0.009388931098091413,0.11276987983100192,1.7197312382173973,0.8571428571428571,-0.009388931098091413,0.11276987983100192
1.0,Pb #1,2020-09-09,LP22,0.0141,0.0067,0.00739999999999999,none,none,0.6912568306010929,3.691256830601093,0.047954030756432765,2.0378299446187382,1.415298895163024,1.1428571428571428,0.047954030756432765,2.0378299446187382
1.0,Pb #1,2020-09-15,LP22,0.0117,0.0082,0.00349999999999999,none,none,0.7076502732240437,3.707650273224043,0.1442032370988091,0.9444885685644013,1.2948966132971262,0.8571428571428571,0.1442032370988091,0.9444885685644013
1.0,Pb #1,2020-09-22,LP22,0.0101,0.0065,0.0036,none,none,0.726775956284153,3.726775956284153,-0.09429627383461717,0.3155884796665194,1.2000043314902498,1,-0.09429627383461717,0.3155884796665194
1.0,Pb #1,2020-09-29,LP22,0.0122,0.0029,0.0093,none,none,0.7459016393442623,3.7459016393442623,-0.17669482404090053,0.33253359155824164,1.3219001865835192,1,-0.17669482404090053,0.33253359155824164
1.0,Pb #1,2020-10-06,LP22,0.0205,0.0018,0.0187,none,none,0.7650273224043715,3.765027322404371,-0.31143192392715013,-0.1532920220879055,1.6567991974503955,1,-0.31143192392715013,-0.1532920220879055
1.0,Pb #1,2020-10-13,LP22,0.0072,0.0017,0.0055,none,none,0.7841530054644809,3.7841530054644807,0.26213574970461617,0.6418922678476167,0.9816026748439072,1,0.26213574970461617,0.6418922678476167
1.0,Pb #1,2020-10-20,LP22,0.0063,0.0017,0.0046,none,none,0.8032786885245902,3.80327868852459,-0.012997709562751536,0.3698162390485113,0.8954360374744894,1,-0.012997709562751536,0.3698162390485113
1.0,Pb #1,2020-11-04,LP22,2.35,0.0023,2.3477,none,none,0.8442622950819673,3.8442622950819674,-0.2684986678777919,0.3258074747990334,4.716606153764798,2.142857142857143,-0.2684986678777919,0.3258074747990334
1.0,Pb #1,2020-11-10,LP22,0.0084,0.0022,0.00619999999999999,none,none,0.860655737704918,3.860655737704918,0.15768318245717994,1.0122284086660325,1.08107475753441,0.8571428571428571,0.15768318245717994,1.0122284086660325
1.0,Pb #1,2020-11-16,LP22,0.0085,0.0021,0.0064,none,none,0.8770491803278688,3.8770491803278686,-0.13863624866380925,1.4768575619324835,1.0887114293348792,0.8571428571428571,-0.13863624866380925,1.4768575619324835
1.0,Pb #1,2020-11-25,LP22,0.0095,0.0029,0.0066,none,none,0.9016393442622952,3.901639344262295,-0.055560044274929,0.4865772751027323,1.160484356871664,1.2857142857142858,-0.055560044274929,0.4865772751027323
1.0,Pb #1,2020-12-01,LP22,0.0061,0.0017,0.0044,none,none,0.918032786885246,3.918032786885246,-0.1828505631053846,0.6440332857411316,0.8746183858245978,0.8571428571428571,-0.1828505631053846,0.6440332857411316
1.0,Pb #1,2020-12-09,LP22,0.0141,0.0019,0.01219999999999999,none,none,0.9398907103825136,3.939890710382514,-0.4114511088665695,0.7275031251379693,1.415298895163024,1.1428571428571428,-0.4114511088665695,0.7275031251379693
1.0,Pb #1,2020-12-15,LP22,0.0064,0.0019,0.0045,none,none,0.9562841530054644,3.956284153005464,-0.2657600024149548,0.5466987045946561,0.9055983142048272,0.8571428571428571,-0.2657600024149548,0.5466987045946561
1.0,Pb #1,2021-01-05,LP22,0.0068,0.002,0.0048,none,none,0.0136986301369863,4.013698630136986,-0.20521667863419335,0.7383893157491731,0.9447188513387708,3,-0.20521667863419335,0.7383893157491731
1.0,Pb #1,2021-01-13,LP22,0.0062,0.002,0.0042,none,none,0.03561643835616438,4.035616438356165,-0.42540669391500496,0.7133075069719161,0.8851111574332662,1.1428571428571428,-0.42540669391500496,0.7133075069719161
1.0,Pb #1,2021-01-19,LP22,0.0345,0.002,0.0325,none,none,0.05205479452054794,4.052054794520548,-0.44285610172554923,0.3641094608552048,1.9926955081729016,0.8571428571428571,-0.44285610172554923,0.3641094608552048
1.0,Pb #1,2021-01-26,LP22,0.0061,0.0017,0.0044,none,none,0.07123287671232877,4.071232876712329,-0.44998847151642274,2.3603734709776387,0.8746183858245978,1,-0.44998847151642274,2.3603734709776387
1.0,Pb #1,2021-02-02,LP22,0.0062,0.0025,0.00369999999999999,none,none,0.0904109589041096,4.090410958904109,-0.5346945422814674,1.2630707399881964,0.8851111574332662,1,-0.5346945422814674,1.2630707399881964
1.0,Pb #1,2021-02-09,LP22,0.0058,0.0022,0.00359999999999999,none,none,0.1095890410958904,4.109589041095891,-0.5151479111781937,0.6803415137874709,0.8420757979634975,1,-0.5151479111781937,0.6803415137874709
1.0,Pb #1,2021-02-17,LP22,0.0069,0.0026,0.0043,none,none,0.13150684931506848,4.131506849315069,-0.5384170073407941,0.5962066111651368,0.9541393286589506,1.1428571428571428,-0.5384170073407941,0.5962066111651368
1.0,Pb #1,2021-02-23,LP22,0.0054,0.0029,0.0025,none,none,0.14794520547945206,4.147945205479452,-0.6636524981561527,0.6600073466657645,0.7959639547839863,0.8571428571428571,-0.6636524981561527,0.6600073466657645
1.0,Pb #1,2021-03-09,LP22,0.0052,0.005,2e-4,none,none,0.1863013698630137,4.186301369863013,0.1065627817533018,0.11678294658444252,0.7716104518991247,2,0.1065627817533018,0.11678294658444252
1.0,Pb #1,2021-03-23,LP22,0.0037,0.0032,5e-4,none,none,0.22465753424657536,4.2246575342465755,-0.2558267444908055,0.0682420419268235,0.5520011919994395,2,-0.2558267444908055,0.0682420419268235
1.0,Pb #1,2021-04-06,LP22,0.0037,7e-4,0.003,none,none,0.26301369863013696,4.263013698630137,-0.4054725230950222,0.7948218523660141,0.5520011919994395,2,-0.4054725230950222,0.7948218523660141
1.0,Pb #1,2021-04-21,LP22,0.0047,0.0046,2e-4,none,none,0.3041095890410959,4.304109589041096,-0.3180633437285972,4.440368525569621,0.7063740137051018,2.142857142857143,-0.3180633437285972,4.440368525569621
1.0,Pb #1,2021-05-06,LP22,0.0071,0.0067,4.000000000000002e-4,none,none,0.3452054794520548,4.345205479452055,-0.13271752049731025,0.3480198802102118,0.9725774754753428,2.142857142857143,-0.13271752049731025,0.3480198802102118
1.0,Pb #1,2021-05-19,LP22,0.007,0.0067,2.999999999999999e-4,none,none,0.3808219178082192,4.380821917808219,-0.10168755158284501,-0.5943005929446631,0.9634242548315182,1.8571428571428572,-0.10168755158284501,-0.5943005929446631
1.0,Pb #1,2021-06-01,LP22,0.0081,0.0076,4.999999999999996e-4,none,none,0.4164383561643836,4.416438356164384,-0.0013334100820141751,0.4447343245657961,1.057607035482987,1.8571428571428572,-0.0013334100820141751,0.4447343245657961
1.0,Pb #1,2021-06-15,LP22,0.008,0.0075,5.000000000000004e-4,none,none,0.4547945205479452,4.454794520547945,0.39317835970927023,-0.9062693852833162,1.0495908922009354,2,0.39317835970927023,-0.9062693852833162
1.0,Pb #1,2021-06-29,LP22,0.0101,0.0084,0.0017,none,none,0.4931506849315068,4.493150684931507,2.47639456404069,0.0973793179859748,1.2000043314902498,2,2.47639456404069,0.0973793179859748
1.0,Pb #1,2021-07-13,LP22,0.01,0.0076,0.0024,none,none,0.5315068493150685,4.531506849315068,1.182041937959226,0.478042840059555,1.1935834701970442,2,1.182041937959226,0.478042840059555
1.0,Pb #1,2021-07-27,LP22,0.009,0.0015,0.0075,none,none,0.5698630136986301,4.5698630136986305,0.45155675541170387,-0.7277228263175897,1.1255952528400153,2,0.45155675541170387,-0.7277228263175897
1.0,Pb #1,2021-08-10,LP22,0.024,0.0028,0.0212,none,none,0.6082191780821918,4.608219178082192,0.5337792794936473,-0.26122233500996517,1.7585157736588577,2,0.5337792794936473,-0.26122233500996517
1.0,Pb #1,2021-08-24,LP22,0.0083,0.0041,0.0042,none,none,0.6465753424657534,4.646575342465754,0.04231114596752361,0.6956354224531649,1.0733466264132818,2,0.04231114596752361,0.6956354224531649
1.0,Pb #1,2021-09-07,LP22,0.318,0.0061,0.3119,left,none,0.684931506849315,4.684931506849315,0.14596928006434667,-1.8222276595787372,3.425946747661902,2,0.14596928006434667,-2.8849738796020574
1.0,Pb #1,2021-09-21,LP22,0.01,0.0042,0.0058,none,none,0.7232876712328767,4.723287671232876,0.14846633649799282,1.0093951933760992,1.1935834701970442,2,0.14846633649799282,1.0093951933760992
1.0,Pb #2,2017-09-27,LP23,0.2312,0.2262,0.00499999999999997,none,none,0.7397260273972602,0.7397260273972602,1.744090068435572,0.8329234348254488,3.220248392267321,0,1.744090068435572,0.8329234348254488
1.0,Pb #2,2017-10-04,LP23,0.2447,0.2362,0.0085,none,none,0.7589041095890411,0.7589041095890411,1.7091448772394142,0.6058411341168957,3.256868562557008,1,1.7091448772394142,0.6058411341168957
1.0,Pb #2,2017-10-12,LP23,0.2315,0.2244,0.00710000000000002,none,none,0.7808219178082192,0.7808219178082192,1.7117485082057666,0.8368832217893188,3.221085165113127,1.1428571428571428,1.7117485082057666,0.8368832217893188
1.0,Pb #2,2017-10-17,LP23,0.2308,0.2206,0.01020000000000001,left,none,0.7945205479452054,0.7945205479452054,1.3620631601758884,-1.8222276595787372,3.2191310045667594,0.7142857142857143,1.3620631601758884,-4.17751246980936
1.0,Pb #2,2017-10-24,LP23,0.1427,0.1349,0.0078,none,none,0.8136986301369863,0.8136986301369863,1.6914706039602017,0.01123493393483943,2.908870454788296,1,1.6914706039602017,0.01123493393483943
1.0,Pb #2,2017-11-07,LP23,0.1417,0.1344,0.0073,none,none,0.852054794520548,0.852054794520548,1.4959259192762093,0.6953172054679304,2.90433252303581,2,1.4959259192762093,0.6953172054679304
1.0,Pb #2,2017-11-14,LP23,0.1211,0.1134,0.00769999999999999,none,none,0.8712328767123287,0.8712328767123287,0.9945007821588698,0.9027245587667123,2.8029601761891074,1,0.9945007821588698,0.9027245587667123
1.0,Pb #2,2017-11-21,LP23,0.1165,0.1119,0.0046,none,none,0.8904109589041096,0.8904109589041096,1.2440889088478313,1.1177757264243202,2.7779710294495756,1,1.2440889088478313,1.1177757264243202
1.0,Pb #2,2017-11-28,LP23,0.1149,0.1103,0.0046,none,none,0.9095890410958904,0.9095890410958904,-1.2643862299990423,0.8668841744335299,2.7690472400661195,1,-1.2643862299990423,0.8668841744335299
1.0,Pb #2,2017-12-05,LP23,0.1186,0.1153,0.00329999999999999,none,none,0.9287671232876712,0.9287671232876712,-0.09197480183788609,0.9577508599391524,2.789499295184786,1,-0.09197480183788609,0.9577508599391524
1.0,Pb #2,2017-12-19,LP23,0.1254,0.1181,0.00730000000000001,none,none,0.9671232876712328,0.9671232876712328,0.8564209112212239,0.03829918594633541,2.8254756635609963,2,0.8564209112212239,0.03829918594633541
1.0,Pb #2,2018-01-03,LP23,0.1069,0.1007,0.00619999999999999,none,none,0.00821917808219178,1.008219178082192,1.312117368091299,-0.6293338729622011,2.7224776254502694,2.142857142857143,1.312117368091299,-0.6293338729622011
1.0,Pb #2,2018-01-09,LP23,0.1229,0.1175,0.0054,none,none,0.02465753424657534,1.0246575342465754,1.4504437829233825,0.23584512025246707,2.8124810392675577,0.8571428571428571,1.4504437829233825,0.23584512025246707
1.0,Pb #2,2018-01-16,LP23,0.1122,0.1073,0.00489999999999998,none,none,0.04383561643835616,1.0438356164383562,1.4352434817708322,0.8337359383446226,2.7537027360242115,1,1.4352434817708322,0.8337359383446226
1.0,Pb #2,2018-01-23,LP23,0.1232,0.1156,0.0076,none,none,0.06301369863013699,1.063013698630137,1.5639010342181918,0.8518212514345082,2.8140542815807716,1,1.5639010342181918,0.8518212514345082
1.0,Pb #2,2018-01-30,LP23,0.1028,0.0978,0.005,none,none,0.0821917808219178,1.0821917808219177,0.9862077762744749,0.7389569462258667,2.697241275732407,1,0.9862077762744749,0.7389569462258667
